accident_types,age,all_text,brands,content,daily_rain_sum,daily_weather_code,daily_wind_direction_10m_dominant,daily_wind_gusts_10m_max,daily_wind_speed_10m_max,date_modified,date_published,day,hospital,hourly_precipitation,hourly_rain,hourly_showers,hourly_temperature_2m,hourly_visibility,hourly_winddirection_10m,hourly_windspeed_10m,injuries,latitude,longitude,road,time,title,town,vehicles
[],23.0,"Persons injured in separate traffic accidents (Part 3) The second incident happened at around 2345hrs, in Triq il-Kappillan Mifsud, Ħamrun. Preliminary investigations showed that a 23-year-old man from Santa Venera had sustained injuries after he was allegedly hit by a vehicle which drove on while he was driving a Suzuki motorcycle.A medical team provided assistance in both incidents and all persons were taken to hospital by ambulance for medical treatment. The woman and the motorcyclist were later certified to have been grievously injured, while the other man was certified to have suffered slight injuries.Police investigations are ongoing.",['Suzuki'],"The second incident happened at around 2345hrs, in Triq il-Kappillan Mifsud, Ħamrun. Preliminary investigations showed that a 23-year-old man from Santa Venera had sustained injuries after he was allegedly hit by a vehicle which drove on while he was driving a Suzuki motorcycle.A medical team provided assistance in both incidents and all persons were taken to hospital by ambulance for medical treatment. The woman and the motorcyclist were later certified to have been grievously injured, while the other man was certified to have suffered slight injuries.Police investigations are ongoing.",0.0,80.0,260.7605895996094,31.68000030517578,13.79791259765625,2025-02-25,2025-02-25,Tuesday,[],0.0,0.0,0.0,13.108500480651855,8220.0,249.1454620361328,8.08999252319336,"['sustained', 'slight']",35.8897878,14.4802386,Triq il-Kappillan Mifsud,23:45,Persons injured in separate traffic accidents (Part 3),Santa Venera,"['Motorcycle', 'Vehicle']"
['Accident'],26.0,"Motorcycle accident in Paola A 26-year-old Indian man and residing in Floriana, at around 2200hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq Kordin, Paola.Preliminary investigations showed that the man was riding a Hyosung Karion motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.","['Hyosung', 'Indian']","A 26-year-old Indian man and residing in Floriana, at around 2200hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq Kordin, Paola.Preliminary investigations showed that the man was riding a Hyosung Karion motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",0.0,3.0,292.2525634765625,37.79999923706055,15.79083251953125,2025-04-26,2025-04-26,Saturday,['Mater Dei'],0.0,0.0,0.0,15.871500015258789,17740.0,315.0000915527344,3.5638179779052734,['grievous'],35.8929838,14.5052716,,22:00,Motorcycle accident in Paola,Floriana,['Motorcycle']
['Accident'],17.0,"Young woman seriously injured in traffic accident A 17-year-old girl, residing in Qormi, yesterday, at around 1730hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Marfa, Mellieha.Preliminary investigations showed that the girl was hit by a Jeep Grand Cherokee driven by a 52-year-old man who lives in Zejtun. Consequently, the Jeep also hit a Honda Civic which was parked.The victim was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",['Honda'],"A 17-year-old girl, residing in Qormi, yesterday, at around 1730hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Marfa, Mellieha.Preliminary investigations showed that the girl was hit by a Jeep Grand Cherokee driven by a 52-year-old man who lives in Zejtun. Consequently, the Jeep also hit a Honda Civic which was parked.The victim was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",,,,,,2024-12-14,2024-12-14,Saturday,['Mater Dei'],,,,,,,,[],,,,17:30,Young woman seriously injured in traffic accident,,"['Motorcycle', 'Pedestrian']"
['Accident'],36.0,"Man grievously injured in traffic accident A 36-year-old Albanian man, from Marsascala, was taken to Mater Dei Hospital at around 1000 hrs following a traffic accident in Triq Għar Dalam, Birzebbugia.From initial investigations, it appears that the victim was hit by a Toyota Dyna van, which was being driven by a 59-year-old man from Marsa.The Albanian was assisted by a medical team and taken to hospital by an ambulance, where he was certified to have sustained grievous injuries.Police investigations are ongoing.","['Toyota', 'Van']","A 36-year-old Albanian man, from Marsascala, was taken to Mater Dei Hospital at around 1000 hrs following a traffic accident in Triq Għar Dalam, Birzebbugia.From initial investigations, it appears that the victim was hit by a Toyota Dyna van, which was being driven by a 59-year-old man from Marsa.The Albanian was assisted by a medical team and taken to hospital by an ambulance, where he was certified to have sustained grievous injuries.Police investigations are ongoing.",,,,,,2025-09-28,2025-09-28,Sunday,['Mater Dei'],,,,,,,,['grievous'],,,,10:00,Man grievously injured in traffic accident,,"['Motorcycle', 'Car', 'Pedestrian', 'Van']"
"['Collision', 'Accident']",34.0,"Traffic accident in Siġġiewi Yesterday, at around 2:30 p.m. (1430hrs), the Police were informed of a traffic accident in Triq Ta’ Lawrenti, Siġġiewi.Police immediately went to the scene, and from preliminary investigations it resulted that a collision had occurred between a Smart Fortwo driven by a 34-year-old woman from Mellieħa and a Volvo XC40 driven by a 38-year-old man from Qrendi.A medical team was called to the site, and the woman was taken to Mater Dei Hospital by ambulance. Later, she was certified as having sustained grevious injuries.Police investigations are still ongoing.","['Volvo', 'Smart']","Yesterday, at around 2:30 p.m. (1430hrs), the Police were informed of a traffic accident in Triq Ta’ Lawrenti, Siġġiewi.Police immediately went to the scene, and from preliminary investigations it resulted that a collision had occurred between a Smart Fortwo driven by a 34-year-old woman from Mellieħa and a Volvo XC40 driven by a 38-year-old man from Qrendi.A medical team was called to the site, and the woman was taken to Mater Dei Hospital by ambulance. Later, she was certified as having sustained grevious injuries.Police investigations are still ongoing.",,,,,,2025-10-05,2025-10-05,Sunday,['Mater Dei'],,,,,,,,['grevious'],,,,14:30,Traffic accident in Siġġiewi,,['Car']
['Accident'],36.0,"Woman greviously injured in traffic accident A 36-year-old Italian woman, resident in St Paul’s Bay, was taken to Mater Dei Hospital at around 8:45 a.m. due to injuries sustained in a traffic accident in Triq Sant’ Andrija, St Julian’s.Preliminary investigations showed that while she was riding a Kymco Like motorcycle, lost control and fell, subsequently colliding with a Toyota Tercel that was being driven in the same direction by a 71-year-old man from San Ġwann.She was assisted by a medical team and taken to the hospital by ambulance, where she was later certified as having sustained grevious injuries.Police investigations are still ongoing.","['Toyota', 'Kymco']","A 36-year-old Italian woman, resident in St Paul’s Bay, was taken to Mater Dei Hospital at around 8:45 a.m. due to injuries sustained in a traffic accident in Triq Sant’ Andrija, St Julian’s.Preliminary investigations showed that while she was riding a Kymco Like motorcycle, lost control and fell, subsequently colliding with a Toyota Tercel that was being driven in the same direction by a 71-year-old man from San Ġwann.She was assisted by a medical team and taken to the hospital by ambulance, where she was later certified as having sustained grevious injuries.Police investigations are still ongoing.",0.0,3.0,319.2156982421875,37.07999801635742,14.182354927062988,2025-10-04,2025-10-04,Saturday,['Mater Dei'],0.0,0.0,0.0,23.076499938964844,75380.0,322.52374267578125,13.60876178741455,"['grevious', 'to']",35.9093052,14.4788042,Triq Sant’ Andrija,12:00,Woman greviously injured in traffic accident,San Ġwann,"['Motorcycle', 'Car']"
"['Collision', 'Accident']",57.0,"Motorcyclist injured in traffic accident Early this morning, at around half past five (0530 hrs), the Police were informed that a traffic accident had occurred in Triq Sir Anthony Mamo, Birkirkara.Preliminary investigations showed that a collision took place between a Nissan March and a Honda motorcycle driven by a 57-year-old man, resident in Msida.The man was assisted by a medical team on site and taken to hospital by ambulance, where he was later certified to have sustained serious injuries.In the Nissan there was a 25-year-old woman from St Paul’s Bay who was not injured but was taken to hospital due to shock, while the Police are looking for a man who allegedly was also in the Nissan at the time of the accident, but who allegedly left the scene.Magistrate Dr Monica Borg Galea LL.D was informed and appointed an inquiry, while the Police are carrying out investigations.","['Honda', 'Nissan']","Early this morning, at around half past five (0530 hrs), the Police were informed that a traffic accident had occurred in Triq Sir Anthony Mamo, Birkirkara.Preliminary investigations showed that a collision took place between a Nissan March and a Honda motorcycle driven by a 57-year-old man, resident in Msida.The man was assisted by a medical team on site and taken to hospital by ambulance, where he was later certified to have sustained serious injuries.In the Nissan there was a 25-year-old woman from St Paul’s Bay who was not injured but was taken to hospital due to shock, while the Police are looking for a man who allegedly was also in the Nissan at the time of the accident, but who allegedly left the scene.Magistrate Dr Monica Borg Galea LL.D was informed and appointed an inquiry, while the Police are carrying out investigations.",0.0,3.0,315.5831604003906,47.880001068115234,20.150354385375977,2025-08-22,2025-08-22,Friday,[],0.0,0.0,0.0,25.72650146484375,7860.0,321.3401794433594,11.525623321533203,['serious'],35.8994577,14.4649552,Triq Sir Anthony Mamo,05:30,Motorcyclist injured in traffic accident,Birkirkara,"['Motorcycle', 'Car']"
"['Accident', 'Collision']",19.0,"Collision between car and motorcycle in Attard Today, at around 0830hrs, the Police were informed of a traffic accident in Triq Żagħfran, Ħ’Attard.Preliminary investigations showed that a collision occurred between a Toyota Passo driven by a 19-year-old woman residing in Birkirkara and a Kawazaki motorcycle driven by a 31-year-old man also living in Birkirkara.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to be seriously injured.Magistrate Dr Ian Farrugia LL. D was informed of the case and appointed an inquiry, while Police investigations are ongoing.",['Toyota'],"Today, at around 0830hrs, the Police were informed of a traffic accident in Triq Żagħfran, Ħ’Attard.Preliminary investigations showed that a collision occurred between a Toyota Passo driven by a 19-year-old woman residing in Birkirkara and a Kawazaki motorcycle driven by a 31-year-old man also living in Birkirkara.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to be seriously injured.Magistrate Dr Ian Farrugia LL. D was informed of the case and appointed an inquiry, while Police investigations are ongoing.",0.0,3.0,281.1708984375,45.0,22.06597328186035,2025-04-06,2025-04-06,Sunday,['Mater Dei'],0.0,0.0,0.0,16.276500701904297,21500.0,278.7460632324219,9.470120429992676,[],35.8994577,14.4649552,Triq Żagħfran,08:30,Collision between car and motorcycle in Attard,Birkirkara,"['Motorcycle', 'Car']"
"['Collision', 'Accident']",74.0,"Gozo traffic accident Yesterday, at around 1700 hrs, the Police were informed about a traffic accident occurred in Triq ix-Xagħra, Xagħra, Gozo.The Police went immediately on site and from preliminary investigations, it resulted that a collision had occurred between a Hyundai that was being driven by a 74-year-old man from Xagħra and a Nissan that was being driven by a 33 years old Albanian national. A 73-year-old woman from Xagħra was also present in the Hyundai.A medical team was summoned to the scene and an ambulance took the three persons to theGozo General hospital . The men were later certified as suffering from slight injuries while the woman was certified with grievous injuries.Police investigations into the accident are ongoing.","['Hyundai', 'Nissan']","Yesterday, at around 1700 hrs, the Police were informed about a traffic accident occurred in Triq ix-Xagħra, Xagħra, Gozo.The Police went immediately on site and from preliminary investigations, it resulted that a collision had occurred between a Hyundai that was being driven by a 74-year-old man from Xagħra and a Nissan that was being driven by a 33 years old Albanian national. A 73-year-old woman from Xagħra was also present in the Hyundai.A medical team was summoned to the scene and an ambulance took the three persons to theGozo General hospital . The men were later certified as suffering from slight injuries while the woman was certified with grievous injuries.Police investigations into the accident are ongoing.",0.0,3.0,217.82476806640625,22.319997787475586,11.525623321533203,2025-05-03,2025-05-03,Saturday,[],0.0,0.0,0.0,20.768999099731445,77880.0,196.26028442382812,9.0,"['grievous', 'slight']",36.0502996,14.2648446,,17:00,Gozo traffic accident,Ix-Xagħra,['Car']
"['Accident', 'Collision']",30.0,"Van-motorcycle collision in Marsaxlokk Today, at around 1100hrs, the Police were informed of a traffic accident in Triq Melqart, Marsaxlokk.Preliminary investigations showed that a collision occurred between a Ford Transit driven by a 30-year-old man from Ħaż-Żabbar and a Kymco motorcycle driven by a 35-year-old French man.A medical team was called on site and an ambulance took the motorcycle driver to Mater Dei Hospital, where he was certified to be grievously injured.Police investigations are ongoing.","['Kymco', 'Van', 'Ford']","Today, at around 1100hrs, the Police were informed of a traffic accident in Triq Melqart, Marsaxlokk.Preliminary investigations showed that a collision occurred between a Ford Transit driven by a 30-year-old man from Ħaż-Żabbar and a Kymco motorcycle driven by a 35-year-old French man.A medical team was called on site and an ambulance took the motorcycle driver to Mater Dei Hospital, where he was certified to be grievously injured.Police investigations are ongoing.",0.0,1.0,276.8720703125,37.79999923706055,17.388408660888672,2025-07-14,2025-07-14,Monday,['Mater Dei'],0.0,0.0,0.0,33.1714973449707,75280.0,272.04534912109375,10.086426734924316,[],35.8753368,14.5374788,Triq Melqart,11:00,Van-motorcycle collision in Marsaxlokk,Ħaż-Żabbar,"['Motorcycle', 'Car', 'Van']"
['Accident'],87.0,"Woman grievously injured in a traffic accident An 87-year-old woman, who lives in Qormi, at around 0730 hrs, was taken Mater Dei Hospital since she was involved in a traffic accident in Cottoner Avenue, Fgura.Initial investigations, showed that the woman was hit by Mitsubishi L200, that was being driven by a 68-year-old man from Qormi.The woman was assisted by a medical team, taken to Mater Dei hospital by an ambulance and was later certified as suffering from grievous injuries.Police investigations are ongoing.",['Mitsubishi'],"An 87-year-old woman, who lives in Qormi, at around 0730 hrs, was taken Mater Dei Hospital since she was involved in a traffic accident in Cottoner Avenue, Fgura.Initial investigations, showed that the woman was hit by Mitsubishi L200, that was being driven by a 68-year-old man from Qormi.The woman was assisted by a medical team, taken to Mater Dei hospital by an ambulance and was later certified as suffering from grievous injuries.Police investigations are ongoing.",,,,,,2025-08-31,2025-08-31,Sunday,['Mater Dei'],,,,,,,,['grievous'],,,,07:30,Woman grievously injured in a traffic accident,,"['Car', 'Pedestrian']"
['Accident'],25.0,"Traffic accident in Gozo Yesterday, at around 2100hrs, the Police were informed of a traffic accident in Triq ir-Rabat, Żebbuġ, Gozo.The Police immediately went to the scene and from a preliminary investigation it was revealed that a 25-year-old Macedonian resident of Żebbuġ, Gozo, lost control of the Isuzu WFR van he was driving and fell into a valley about one and a half stories high. In the van, there was a 36-year-old compatriot also resident of Żebbuġ, Gozo.Members of the Civil Protection and a medical team were called to the scene to assist. An ambulance took the men to the Gozo General Hospital to receive the necessary treatment, where they were certified with grievous injuries.Police investigations are still ongoing.",['Van'],"Yesterday, at around 2100hrs, the Police were informed of a traffic accident in Triq ir-Rabat, Żebbuġ, Gozo.The Police immediately went to the scene and from a preliminary investigation it was revealed that a 25-year-old Macedonian resident of Żebbuġ, Gozo, lost control of the Isuzu WFR van he was driving and fell into a valley about one and a half stories high. In the van, there was a 36-year-old compatriot also resident of Żebbuġ, Gozo.Members of the Civil Protection and a medical team were called to the scene to assist. An ambulance took the men to the Gozo General Hospital to receive the necessary treatment, where they were certified with grievous injuries.Police investigations are still ongoing.",0.0,95.0,135.41363525390625,40.31999969482422,22.864959716796875,2025-02-09,2025-02-09,Sunday,['Gozo General Hospital'],0.0,0.0,0.0,12.151500701904297,7020.0,338.7494201660156,6.952754497528076,['grievous'],35.8818906,14.3988213,,21:00,Traffic accident in Gozo,Ir-Rabat,"['Motorcycle', 'Van']"
['Accident'],54.0,"Motorcycle accident in St Paul&#8217;s Bay Update:Unfortunately, the 54-year-old Englishman recently lost his life at Mater Dei Hospital.The Magisterial Inquiry and Police investigations are ongoing.Earlier: A 54-year-old Englishman resident in Mellieħa, at around 1700hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Dawret San Pawl, St Paul’s Bay.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control and crashed into a skip which was stationary on the road.He was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",['Honda'],"Update:Unfortunately, the 54-year-old Englishman recently lost his life at Mater Dei Hospital.The Magisterial Inquiry and Police investigations are ongoing.Earlier: A 54-year-old Englishman resident in Mellieħa, at around 1700hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Dawret San Pawl, St Paul’s Bay.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control and crashed into a skip which was stationary on the road.He was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",,,,,,2024-12-14,2024-12-11,Wednesday,['Mater Dei'],,,,,,,,[],,,,17:00,Motorcycle accident in St Paul&#8217;s Bay,,['Motorcycle']
"['Collision', 'Accident']",25.0,"Two policemen injured in Tarxien accident Two police officers were grievously injured last night when they were involved in an accident while following a vehicle which left the scene at excessive speed after the driver noticed the presence of the police.At around 0130hrs, the Police were asked to assist on an argument in Żurrieq. Upon arriving in the vicinity, they noticed a person who was involved in the case fleeing the scene with a BMW.The police therefore followed this vehicle and as soon as they arrived in Triq is-Sorijiet, Tarxien, the Corps vehicle, Hyundai Tucson, was involved in a collision with a Fiat 500, driven by a 25-year-old woman residing in Tarxien. The two policemen were taken to Mater Dei Hospital for treatment and were certified to be suffering from grievous injuries, while the woman suffered slight injuries.Six parked vehicles were hit as a result of the impact.A number of persons are being spoken to by the Police about the case.Police investigations into this case are ongoing.","['Fiat', 'Hyundai']","Two police officers were grievously injured last night when they were involved in an accident while following a vehicle which left the scene at excessive speed after the driver noticed the presence of the police.At around 0130hrs, the Police were asked to assist on an argument in Żurrieq. Upon arriving in the vicinity, they noticed a person who was involved in the case fleeing the scene with a BMW.The police therefore followed this vehicle and as soon as they arrived in Triq is-Sorijiet, Tarxien, the Corps vehicle, Hyundai Tucson, was involved in a collision with a Fiat 500, driven by a 25-year-old woman residing in Tarxien. The two policemen were taken to Mater Dei Hospital for treatment and were certified to be suffering from grievous injuries, while the woman suffered slight injuries.Six parked vehicles were hit as a result of the impact.A number of persons are being spoken to by the Police about the case.Police investigations into this case are ongoing.",,,,,,2025-02-09,2025-02-09,Sunday,['Mater Dei'],,,,,,,,"['grievous', 'slight']",,,,01:30,Two policemen injured in Tarxien accident,,"['Car', 'Vehicle']"
['Accident'],35.0,"Traffic accident in Marsaxlokk Today, at around 0800hrs, the Police were informed of a traffic accident in Triq Marsaxlokk, Marsaxlokk.Preliminary investigations showed that a 35-year-old Libyan man from Msida lost control of the Toyota Yaris he was driving and crashed into a pole and a wall. Another 28-year-old Libyan national, a resident of Swieqi, was also in the vehicle.A medical team was called on site and an ambulance took the 28-year-old man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",['Toyota'],"Today, at around 0800hrs, the Police were informed of a traffic accident in Triq Marsaxlokk, Marsaxlokk.Preliminary investigations showed that a 35-year-old Libyan man from Msida lost control of the Toyota Yaris he was driving and crashed into a pole and a wall. Another 28-year-old Libyan national, a resident of Swieqi, was also in the vehicle.A medical team was called on site and an ambulance took the 28-year-old man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",0.0,3.0,140.5768585205078,44.63999557495117,24.195106506347656,2025-04-13,2025-04-13,Sunday,['Mater Dei'],0.0,0.0,0.0,17.636499404907227,38720.0,137.04541015625,14.264361381530762,['grievous'],35.8417662,14.5448353,,08:00,Traffic accident in Marsaxlokk,Marsaxlokk,['Car']
"['Accident', 'Collision']",32.0,"Car-motorcycle collision in Zebbug Yesterday, at around 1830hrs, the police were informed of a traffic accident in Attard Road, Zebbug.Preliminary investigations showed that a collision occurred between a Peugeot 2008 driven by a 32-year-old residing in Balzan and a Benelli motorcycle driven by a 28-year-old residing in Siggiewi.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei where he was certified to have sustained grievous injuries.Police investigations are ongoing.","['Peugeot', 'Benelli']","Yesterday, at around 1830hrs, the police were informed of a traffic accident in Attard Road, Zebbug.Preliminary investigations showed that a collision occurred between a Peugeot 2008 driven by a 32-year-old residing in Balzan and a Benelli motorcycle driven by a 28-year-old residing in Siggiewi.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei where he was certified to have sustained grievous injuries.Police investigations are ongoing.",,,,,,2025-08-28,2025-08-27,Wednesday,['Mater Dei'],,,,,,,,['grievous'],,,,18:30,Car-motorcycle collision in Zebbug,,"['Motorcycle', 'Car']"
"['Collision', 'Accident']",47.0,"Sliema traffic accident Yesterday, at around 1800 hrs, the Police were informed of a traffic accident in Triq Rodolfu, Sliema.Preliminary investigation showed that a collision occurred between a Dacia Duster that was being driven by a 47-year-old Filipino man from Santa Venera and a Kymco Agility motorcycle that was being driven by a 51-year-old man from Sliema.The biker was assisted by a medical team and taken to Mater Dei Hospital by an ambulance for further medical attention. He was later certified to have sustained grievous injuries.The Police are investigating the case.","['Kymco', 'Dacia']","Yesterday, at around 1800 hrs, the Police were informed of a traffic accident in Triq Rodolfu, Sliema.Preliminary investigation showed that a collision occurred between a Dacia Duster that was being driven by a 47-year-old Filipino man from Santa Venera and a Kymco Agility motorcycle that was being driven by a 51-year-old man from Sliema.The biker was assisted by a medical team and taken to Mater Dei Hospital by an ambulance for further medical attention. He was later certified to have sustained grievous injuries.The Police are investigating the case.",0.0,3.0,228.72547912597656,45.71999740600586,19.615869522094727,2025-01-23,2025-01-23,Thursday,['Mater Dei'],0.0,0.0,0.0,15.758500099182129,40320.0,235.17543029785156,10.086426734924316,['grievous'],35.8897878,14.4802386,Triq Rodolfu,18:00,Sliema traffic accident,Santa Venera,"['Motorcycle', 'Car']"
['Accident'],57.0,"Woman seriously injured in traffic accident On Thursday 19th June, at around one and a quarter in the afternoon (1315 hrs), the Police were informed of a traffic accident at Pinto Wharf, Floriana.Preliminary investigations by the Police found that a 57-year-old German woman was hit by a Toyota Ractis driven by a 52-year-old man from Żabbar.A medical team was called on site and an ambulance took the woman to Mater Dei Hospital. She was certified to have sustained serious injuries.Ms Antoine Agius Bonnici LL. Mr D. appointed an inquiry while Police investigations into the incident are ongoing.",['Toyota'],"On Thursday 19th June, at around one and a quarter in the afternoon (1315 hrs), the Police were informed of a traffic accident at Pinto Wharf, Floriana.Preliminary investigations by the Police found that a 57-year-old German woman was hit by a Toyota Ractis driven by a 52-year-old man from Żabbar.A medical team was called on site and an ambulance took the woman to Mater Dei Hospital. She was certified to have sustained serious injuries.Ms Antoine Agius Bonnici LL. Mr D. appointed an inquiry while Police investigations into the incident are ongoing.",0.0,2.0,324.36004638671875,24.84000015258789,11.298495292663574,2025-06-22,2025-06-22,Sunday,['Mater Dei'],0.0,0.0,0.0,31.12150001525879,75040.0,80.53775024414062,4.379589080810547,['serious'],35.8929838,14.5052716,,13:15,Woman seriously injured in traffic accident,Floriana,"['Car', 'Pedestrian']"
['Accident'],52.0,"Motorcycle accident in Attard A 52-year-old man and residing in Ħaż-Żebbuġ, at around 0900hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Vjal L-Istadium Nazzjonali in Ta’ Qali, Attard.Preliminary investigations showed that the man was riding a Kymco motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",['Kymco'],"A 52-year-old man and residing in Ħaż-Żebbuġ, at around 0900hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Vjal L-Istadium Nazzjonali in Ta’ Qali, Attard.Preliminary investigations showed that the man was riding a Kymco motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",0.0,3.0,74.12752532958984,27.719999313354492,13.276144027709961,2025-02-05,2025-02-05,Wednesday,['Mater Dei'],0.0,0.0,0.0,13.98650074005127,22780.0,79.9920883178711,6.214563369750977,['grievous'],35.8725956,14.4398593,,09:00,Motorcycle accident in Attard,Ħaż-Żebbuġ,['Motorcycle']
['Accident'],78.0,"Naxxar traffic accident Today, at around 1045hrs, the Police were informed of a traffic accident in Triq il-Ġermanja, Naxxar.The Police went immediately on site and preliminary investigations showed that a 78-year-old woman who resides in Naxxar, lost control of the Toyota Vitz she was driving and crashed into a parked truck.The victim was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to be seriously injured.Magistrate Dr Joe Mifsud LL.D was informed of the case and appointed an inquiry.Civil Protection Department personnel were also on site to assist.The Police are carrying out investigations on the case.",['Toyota'],"Today, at around 1045hrs, the Police were informed of a traffic accident in Triq il-Ġermanja, Naxxar.The Police went immediately on site and preliminary investigations showed that a 78-year-old woman who resides in Naxxar, lost control of the Toyota Vitz she was driving and crashed into a parked truck.The victim was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to be seriously injured.Magistrate Dr Joe Mifsud LL.D was informed of the case and appointed an inquiry.Civil Protection Department personnel were also on site to assist.The Police are carrying out investigations on the case.",0.0,3.0,282.5617370605469,39.959999084472656,20.674158096313477,2024-12-19,2024-12-19,Thursday,['Mater Dei'],0.0,0.0,0.0,15.568999290466309,53000.0,294.7751159667969,15.46324634552002,[],35.9133396,14.4432851,,10:45,Naxxar traffic accident,In-Naxxar,['Car']
['Accident'],68.0,"Żebbuġ traffic accident   Today, at around 0800hrs, the Police were informed that their assistance was needed in Vjal il-Helsien, Zebbug.Preliminary investigations by the Police showed that a 68-year-old man and a 64-year-old woman, both residents of Żebbuġ, sustained injuries after they were hit by a Peugeot 306 that was being driven by a 59-year-old man from Żebbuġ.A medical team was called on site and an ambulance took both victims to Mater Dei Hospital for treatment. The woman was later certified that she suffered grievous injuries while the man suffered slight injuries.Police investigations are ongoing.",['Peugeot'],"Today, at around 0800hrs, the Police were informed that their assistance was needed in Vjal il-Helsien, Zebbug.Preliminary investigations by the Police showed that a 68-year-old man and a 64-year-old woman, both residents of Żebbuġ, sustained injuries after they were hit by a Peugeot 306 that was being driven by a 59-year-old man from Żebbuġ.A medical team was called on site and an ambulance took both victims to Mater Dei Hospital for treatment. The woman was later certified that she suffered grievous injuries while the man suffered slight injuries.Police investigations are ongoing.",,,,,,2025-03-16,2025-03-16,Sunday,['Mater Dei'],,,,,,,,"['sustained', 'slight', 'grievous']",,,,08:00,Żebbuġ traffic accident  ,,['Motorcycle']
"['Accident', 'Collision']",41.0,"Collision between a car and e-scooter Yesterday, at around 2215 hrs, the Police were informed of a traffic accident in Triq il-Wied ta’ Birkirkara, Birkirkara.Preliminary investigations showed that a collision occurred between a Mazda Demio that was being driven by a 41-year-old man from Birkirkara and an e-scooter that was being driven by a 17-year-old man from Birkirkara.A medical team was called on site and an ambulance took the 17-year-old driver to Mater Dei Hospital, where he was certified to have sustained grievous injuries.The Police are carrying out investigations.",['Mazda'],"Yesterday, at around 2215 hrs, the Police were informed of a traffic accident in Triq il-Wied ta’ Birkirkara, Birkirkara.Preliminary investigations showed that a collision occurred between a Mazda Demio that was being driven by a 41-year-old man from Birkirkara and an e-scooter that was being driven by a 17-year-old man from Birkirkara.A medical team was called on site and an ambulance took the 17-year-old driver to Mater Dei Hospital, where he was certified to have sustained grievous injuries.The Police are carrying out investigations.",0.0,2.0,317.6521301269531,40.68000030517578,19.174856185913086,2025-07-18,2025-07-18,Friday,['Mater Dei'],0.0,0.0,0.0,25.97650146484375,15500.0,15.945476531982422,5.241678714752197,['grievous'],35.8994577,14.4649552,Triq il-Wied ta’,22:15,Collision between a car and e-scooter,Birkirkara,"['Scooter', 'Car']"
